SITE_NAME,OWNERSHIP,PROTECTION,TYPECODE,DISTRICT,ACRES,ADDRESS,ZonAgg,TypeLong,OS_Own_Jur,OS_Mngmnt,POS,PA,ALT_NAME,AgncyJuris,PARK_ID,REGION,OS_ID,F_100ftRule,ZipCode,ParcelNumber,YearAcquired,STArea__,STLength__,Shape_Length,Shape_Area,shape_wkt
Riverway III,City of Boston,A97/NRHP/GPOD,3,Mission Hill,5.296760920000000,"W side of Riverway parkway, btwn Netherlands & on ramp  nr Brookline Ice & Coal",Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,264,PARK_Maintenance_Region 3,264,YES,"02115, 02215","0401965000,1000318000",0,,,0.013096247448973,0.000002341646169,
Riverway IV,Commonwealth of Massachusetts,A97/NRHP/GPOD,2,Mission Hill,1.922217340000000,"E side of Riverway parkway, Francis St to Huntington Ave (Rt 9)",Residential District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,,,,INFO_Reallocation From Dept,3069,YES,"02115, 02215",,0,,,0.023279353039179,0.000000849769076,
Jamaica Pond Park,City of Boston,A97,3,Jamaica Plain,97.731617589999999,"345 Jamaica Way
507 Jamaica Way",Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Pine Bank,BPRD,163,PARK_Maintenance_Region 3,163,YES,02130,1902186000,1893,,,0.025321472535746,0.000043194181696,
Charlesgate II,Commonwealth of Massachusetts,A97,2,Fenway/Longwood,1.487552330000000,Charlesgate East nr Boylston St;  Charlesgate West btwn Beacon St and Back St,Residential District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,,,,INFO_Reallocation From Dept,3070,YES,02215,,0,,,0.008698062821419,0.000000657750708,
Agassiz Road,Commonwealth of Massachusetts,A97/WPA,2,Fenway/Longwood,0.604042840000000,Agassiz Road,Open Space District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,Back Bay Fens,,,INFO_Reallocation From Dept,3071,YES,02215,,0,,,0.011780294527998,0.000000267074156,
John W McCormack Memorial Park,Commonwealth of Massachusetts,A97,3,Dorchester,0.123752040000000,48 Buttonwood Street,Open Space District,"Parks, Playgrounds & Athletic Fields",DCR,NULL,X,X,Columbia Road Park,,,INFO_Reallocation From Dept,3072,YES,02125,1303249000,0,,,0.001017890733271,0.000000054697027,
Boylston Street I,City of Boston,A97,2,Fenway/Longwood,0.616835970000000,Vicinity of Park Drive and Back Bay Fens,Residential District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,Back Bay Fens/Charlesgate,DCR,,INFO_Reallocation From Dept,2186,YES,02215,,0,,,0.011330152475862,0.000000272741531,
Boylston Street II,Commonwealth of Massachusetts,A97/WPA,2,Fenway/Longwood,1.780037450000000,Vicinity of Bowker Overpass and The Fenway,Residential District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,Back Bay Fens/Charlesgate,,,INFO_Reallocation From Dept,3074,YES,"02115, 02215",,0,,,0.022679767117249,0.000000787076638,
The Fenway II,Commonwealth of Massachusetts,A97/NRHP,2,Fenway/Longwood,0.768524870000000,The Fenway at Brookline Ave & The Fenway at Boylston Street (near Charlesgate),Residential District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,Fenway Parkway,,,INFO_Reallocation From Dept,3075,YES,"02115, 02215",,0,,,0.007592751399864,0.000000339805564,
Park Drive I,City of Boston,A97/NRHP,2,Fenway/Longwood,5.094701590000000,Park Drive from Brookline Ave to Boylston Street near Charlesgate,Residential District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,,DCR,,INFO_Reallocation From Dept,2187,YES,02215,,0,,,0.060326579479659,0.000002252569522,
Park Drive II,Commonwealth of Massachusetts,A97/NRHP,2,Fenway/Longwood,1.382570390000000,Park Drive at Boylston Street & Brookline Ave Intersection,Residential District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,Jug Handle,,,INFO_Reallocation From Dept,3077,YES,02215,,0,,,0.016822276908543,0.000000611301515,
Fire Alarm House Grounds,City of Boston,A97,3,Fenway/Longwood,0.844473510000000,59 The Fenway,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BFD,X,N,Back Bay Fens,BFD,338,INFO_Reallocation From Dept,338,YES,02215,,0,,,0.004329264861258,0.000000373384354,
Riverway II,Commonwealth of Massachusetts,A97/NRHP/GPOD,2,Fenway/Longwood,2.363167590000000,"E side of Riverway parkway, Park Dr to Francis St",Institutional District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,Riverway parkway,,,INFO_Reallocation From Dept,3078,YES,02215,,0,,,0.029663690931508,0.000001044849261,
Riverway V,City of Boston,A97/NRHP/GPOD,2,Fenway/Longwood,0.449036300000000,"E side of Riverway parkway, Autumn St to Francis St",Institutional District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,Riverway parkway,DCR,,INFO_Reallocation From Dept,2188,YES,02215,,0,,,0.003904604066410,0.000000198522301,
Commonwealth Avenue Mall I,City of Boston,A97/LWCF/NRHP,1,Back Bay/Beacon Hill,10.870486090000000,Commonwealth Ave btwn Arlington St & Charlesgate East,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,Commonwealth Ave Mall (east of Charlesgate),BPRD,062,PARK_Maintenance_Region 1,62,YES,"02115, 02116, 02215","0503371500,0503575500,0503817500,0502824500,0502875500,0502921500,0502939500,0503391500,0503564500",0,,,0.047953492084796,0.000004806909209,
Centre Street II,Commonwealth of Massachusetts,A97/100/GPOD,2,Roslindale,0.339296010000000, ,Residential District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,,,,INFO_Reallocation From Dept,3080,YES,02131,,0,,,0.012216760434237,0.000000149918261,
Centre Street I,Commonwealth of Massachusetts,A97/100/GPOD,2,Jamaica Plain,2.249621380000000,Centre St fr Murray Circle to Allandale St (NW side) and Bussey St (SE side),Residential District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,,,,INFO_Reallocation From Dept,3081,YES,"02130, 02131",,0,,,0.071743147000422,0.000000994068784,
Centre Street IV,Commonwealth of Massachusetts,A97,2,West Roxbury,0.315732680000000,NW side (outbound) of Centre St btwn Allandale St & VFW Parkway,Conservation Protection Subdistrict & Residntl Dst,"Parkways, Reservations & Beaches",DCR,DCR,X,X,,,,INFO_Reallocation From Dept,3082,YES,"02130, 02132",,0,,,0.010704207317472,0.000000139505021,
Reserved Channel Harborwalk,Private,Ch91,1,South Boston,3.185191750000000, ,Industrial District,"Malls, Squares & Plazas",Private,Private,N,X,,,,INFO_Reallocation From Dept,7132,YES,"02210, 02127",,0,,,0.015670408593842,0.000001408242179,
Tunnel Harborwalk,MassDOT,Ch 91/WPA,1,South Boston,0.184091920000000,FID Kennedy Avenue,Special District,"Malls, Squares & Plazas",NULL,NULL,N,X,,,,INFO_Reallocation From Dept,4078,YES,02210,,0,,,0.001591276744381,0.000000081401497,"MULTIPOLYGON (((-71.033995976999961 42.348230016000059, -71.033733601999984 42.348122654000065, -71.033383054999945 42.34859971000003, -71.033995976999961 42.348230016000059)))"
Aquarium Harborwalk II,BRA,Ch91/WPA,1,Central Boston,0.050818060000000,East side of India Row btwn Aquarium IMAX & Harbor Towers,Special District,"Malls, Squares & Plazas",NULL,BRA,N,X,,,,INFO_Reallocation From Dept,2190,YES,02110,,0,,,0.000679250252474,0.000000022474324,"MULTIPOLYGON (((-71.050225110999975 42.358460998000055, -71.050314495999942 42.358446750000041, -71.050248513999975 42.358207484000047, -71.050158014999965 42.358221201000049, -71.050225110999975 42.358460998000055)))"
India Wharf Harborwalk,Private,Ch91/WPA,1,Central Boston,0.415886570000000,65-85 East India Row,Special District,"Malls, Squares & Plazas",Private,Private,N,X,Harbor Towers Harborwalk,,,INFO_Reallocation From Dept,7133,YES,02110,,0,,,0.004241409068430,0.000000183923481,
Rowe's Wharf Harborwalk,Private,Ch91/WPA,1,Central Boston,1.259361360000000,350 Atlantic Avenue,Special District,"Malls, Squares & Plazas",Private,Private,N,X,,,,INFO_Reallocation From Dept,7134,YES,02110,,0,,,0.014955861705998,0.000000556934767,
400R Atlantic Avenue Harborwalk,Private,Ch91/WPA,1,Central Boston,0.045942110000000,400R Atlantic Avenue,Special District,"Malls, Squares & Plazas",Private,Private,N,X,,,,INFO_Reallocation From Dept,7135,YES,02110,,0,,,0.000931828556813,0.000000020317059,"MULTIPOLYGON (((-71.049914417999958 42.355691492000062, -71.049958839999988 42.355698242000074, -71.050170684999955 42.355342947000054, -71.050125667999964 42.355329900000072, -71.050114791999988 42.355327748000036, -71.049914417999958 42.355691492000062)))"
Independence Wharf Harborwalk,Private,Ch91/WPA,1,Central Boston,0.175773240000000,470 Atlantic Avneue,Industrial District,"Malls, Squares & Plazas",Private,Private,N,X,470 Atlantic Avenue Harborwalk,,,INFO_Reallocation From Dept,7136,YES,02210,,0,,,0.002414246132963,0.000000077730592,"MULTIPOLYGON (((-71.05113967799997 42.353761828000074, -71.050895912999977 42.354122029000052, -71.051486249999982 42.354574466000031, -71.051576348999959 42.354529883000055, -71.050970709999945 42.354073153000058, -71.051160273999983 42.353780619000077, -71.05113967799997 42.353761828000074)))"
Commercial Wharf Harborwalk,Private,Ch91/WPA,1,Central Boston,0.194503210000000,86-87 Commercial Wharf East,Special District,"Malls, Squares & Plazas",Private,Private,N,X,,,,INFO_Reallocation From Dept,7137,YES,02110,,0,,,0.003958762297639,0.000000086023436,
Nancy Kafka Reserve,Private,A97/CR,6,Roxbury,0.714777710000000,140 Highland Street,Residential District,"Parks, Playgrounds & Athletic Fields",BCC,Private,X,N,140 Highland Street Reserve,BCC,,INFO_Reallocation From Dept,1026,YES,02119,,0,,,0.003643892297180,0.000000315944448,
Brighton Common,City of Boston,A97,1,Allston-Brighton,0.506627490000000,30 Chestnut Hill Avenue,Open Space District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,"Brighton Square, Wilson Square",BPRD,032,PARK_Maintenance_Region 4,32,YES,02135,2205512000,0,,,0.001959178138349,0.000000224018702,
Sweeney Playground,City of Boston,A97,3,South Boston,0.462345950000000,180 West Fifth Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,297,PARK_Maintenance_Region 6,297,YES,02127,0600572000,1909,,,0.001981394019424,0.000000204404359,
Ryan Play Area,City of Boston,A97,3,Dorchester,0.636318710000000,960 Dorchester Avenue,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,275,PARK_Maintenance_Region 2,275,YES,02125,1303044000,1960,,,0.002245855050779,0.000000281232477,
Doris F. Tillman Playground,City of Boston,A97,3,Roxbury,0.662025030000000,45 Lambert Avenue,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Lambert Avenue Playground,BPRD,174,PARK_Maintenance_Region 5,174,YES,02119,0903651000,0,,,0.002239822270719,0.000000292637399,"MULTIPOLYGON (((-71.090201004999983 42.327305293000052, -71.090718248999963 42.327561281000044, -71.090954512999986 42.327280398000028, -71.091094003999956 42.327115440000057, -71.090684549999935 42.326912810000067, -71.090201004999983 42.327305293000052)))"
Adams/King Playground,City of Boston,A97,3,Dorchester,0.677449630000000,470 Adams Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Old Hemenway School Site,BPRD,002,PARK_Maintenance_Region 2,2,YES,02122,1600456000,0,,,0.002221748893941,0.000000299298722,
Meany Park,Commonwealth of Massachusetts,A97,3,Dorchester,0.232963290000000, ,Residential District,"Parks, Playgrounds & Athletic Fields",DCR,NULL,X,X,,,,INFO_Reallocation From Dept,3083,YES,02125,,0,,,0.001371885013018,0.000000102964242,"MULTIPOLYGON (((-71.059208195999986 42.318730624000068, -71.059190652999973 42.31872564300005, -71.05917287699998 42.318721107000044, -71.059154900999943 42.31871704200006, -71.058952913999974 42.318697447000034, -71.058885330999942 42.318848912000078, -71.059045907999973 42.319021765000059, -71.059273805999965 42.31891580000007, -71.059451873999933 42.318835427000067, -71.059259291999979 42.318748276000065, -71.05922550799994 42.318736066000042, -71.059208195999986 42.318730624000068)))"
Lincoln Square,City of Boston,A97,1,Central Boston,0.054624620000000,2 Columbus Avenue,Special District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,Abraham Lincoln Square,BPRD,178,PARK_Maintenance_Region 1,178,YES,02116,0500811000,0,,,0.000638892470753,0.000000024155081,
Bunker Hill Burying Ground,City of Boston,Ch114S7/A97,4,Charlestown,1.107191510000000,201 Bunker Hill Street,Commercial/Office/Business District,Cemeteries & Burying Grounds,BPRD,BPRD,X,A,,BPRD,037,PARK_Cemetery Maintenance Request,37,YES,02129,0200146000,1807,,,0.003208177320340,0.000000489813646,
Clifford Playground,City of Boston,A97/UPARR,3,Roxbury,7.552872630000000,160 Norfolk Avenue,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,059,PARK_Maintenance_Region 5,59,YES,02119,0800465000,1909,,,0.009223428709033,0.000003338559778,
Elmhurst Street Park,City of Boston,A97,3,Dorchester,0.234840210000000,27-35 Elmhurst Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,106,PARK_Maintenance_Region 2,106,YES,02124,"1701445000,1701447000,1701446000",2009,,,0.001401332426793,0.000000103745936,
Dunbarton Woods,City of Boston,A97,6,West Roxbury,0.735180870000000,Dunbarton Road,Residential District,Urban Wilds,BCC,Private+BPRD,X,X,,BCC,,INFO_Reallocation From Dept,1027,YES,02132,"2011803000,2011808000,2011802000,2011811000,2011804000,2011810000,2011809000,2011807000,2011813000,2011805000,2011812000,2011806000",0,,,0.002819856151299,0.000000324637438,
Joe's American Harborwalk,Private,Ch91/WPA,1,Central Boston,0.043595330000000,98-104 Atlantic Avenue,Special District,"Malls, Squares & Plazas",Private,Private,N,X,,,,INFO_Reallocation From Dept,7141,YES,02110,,0,,,0.001113762993675,0.000000019280899,
Bradford Street Play Area,City of Boston,A97,3,South End,0.036650030000000,18 Bradford Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,030,PARK_Maintenance_Region 6,30,YES,02118,"0305979000,0305978000",1954,,,0.000525226244304,0.000000016204482,"MULTIPOLYGON (((-71.068959747999941 42.342628699000045, -71.068910287999984 42.342657491000068, -71.069017148999933 42.34275638500003, -71.069037710999964 42.342744675000063, -71.069066644999964 42.342728163000061, -71.069094983999946 42.342711980000047, -71.069119081999986 42.342698125000027, -71.06900915999995 42.342599574000076, -71.068959747999941 42.342628699000045)))"
Lincoln Square,City of Boston,A97,1,South Boston,0.216578810000000,755 East Fourth Street,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,William Hannigan Square,BPRD,179,PARK_Maintenance_Region 6,179,YES,02127,0602602000,0,,,0.001841287326650,0.000000095745749,"MULTIPOLYGON (((-71.034207435999974 42.334563890000027, -71.033407506999936 42.334649050000053, -71.033409345999985 42.334734163000064, -71.034206197999936 42.334718586000065, -71.034207435999974 42.334563890000027)))"
Laviscount Park,City of Boston,A97/PARC,3,Roxbury,1.154099510000000,80 Humboldt Avenue,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Townsend Street Plaza,BPRD,177,PARK_Maintenance_Region 5,177,YES,02121,"1201975000,1201973010",1941,,,0.003582280315317,0.000000510065439,
Statler Park,City of Boston,A97,1,Central Boston,0.232657670000000,243 Stuart Street,Special District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,,BPRD,294,PARK_Maintenance_Region 5,294,YES,02116,0500809000,1925,,,0.001608175952436,0.000000102879568,"MULTIPOLYGON (((-71.068768439999985 42.350568722000048, -71.068845987999964 42.350861595000026, -71.06936464599994 42.350439377000043, -71.069346602999985 42.350407874000041, -71.068768439999985 42.350568722000048)))"
Hynes Playground,City of Boston,A97,3,West Roxbury,6.416246290000000,502 VFW Parkway,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,159,PARK_Maintenance_Region 4,159,YES,02132,2004130000,1950,,,0.006666772607413,0.000002834751956,
Frederick Douglas Emmons John Gerald Horrigan and Matthew J ONeil Rink Grounds,Commonwealth of Massachusetts,A97,3,Charlestown,0.734295820000000,46 Union Street,Open Space District,"Parks, Playgrounds & Athletic Fields",DCR,NULL,X,X,Rink Grounds,,,INFO_Reallocation From Dept,3084,YES,02129,,0,,,0.006837782301681,0.000000324821341,
Roxbury Heritage State Park,Commonwealth of Massachusetts,A97,3,Roxbury,1.781357580000000,183 Roxbury Street,Institutional District,"Parks, Playgrounds & Athletic Fields",DCR,NULL,X,X,,,,PARK_Maintenance_Region 3,3085,YES,02119,,0,,,0.008488214672766,0.000000787463120,
Eliot Burying Ground,City of Boston,Ch114S7/A97,4,Roxbury,0.793612100000000,16 Eustis Street,Open Space District,Cemeteries & Burying Grounds,BPRD,BPRD,X,A,,BPRD,103,PARK_Cemetery Maintenance Request,103,YES,02119,0802425000,1630,,,0.002393927358235,0.000000350828636,
Blake Estates Urban Wild I,Private,A97/CR/WPA,6,Hyde Park,1.208802050000000,Bank of Mother Brook btwn Hyde Park Ave & Fulton St,Industrial District,Urban Wilds,BCC,BPRD,X,X,"Allis Chalmers UW, Area 1",BCC,,INFO_Reallocation From Dept,1028,YES,02136,,0,,,0.005094325153146,0.000000533699780,
Railroad Avenue,Commonwealth of Massachusetts,A97,6,Hyde Park,1.098810900000000, ,Residential District,Urban Wilds,DCR,NULL,X,X,,,,PARK_Maintenance_Region 4,3086,YES,02136,,0,,,0.003755852993680,0.000000485188251,
Fairview Cemetery,City of Boston,Ch114S7/A97,4,Hyde Park,59.433086170000003,28 Fairview Avenue,Residential District,Cemeteries & Burying Grounds,BPRD,BPRD,X,X,,BPRD,111,PARK_Cemetery Maintenance Request,111,YES,02136,"1812269085,1812269086,1812262000",1892,,,0.025361348257155,0.000026238570127,
Joyce Playground,City of Boston,A97/PARC,3,Allston-Brighton,1.364734140000000,80 Union Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,169,PARK_Maintenance_Region 4,169,YES,02135,2102798000,1949,,,0.003377056064544,0.000000603428173,
Cassidy Playground,City of Boston,A97/LWCF,3,Allston-Brighton,9.462077270000000,379 Chestnut Hill Avenue,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,,BPRD,044,PARK_Maintenance_Region 4,44,YES,02467,2102440000,1898,,,0.008768579682741,0.000004183054527,
Shubow Park I,City of Boston,A97,3,Allston-Brighton,0.571639200000000,1825 Commonwealth Avenue,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Chiswick Park;  Andrew Jackson Davis Jr Tot Lot,BPRD,283,PARK_Maintenance_Region 4,283,YES,02135,2102536000,1949,,,0.002432807203516,0.000000252735266,
Shubow Park II,City of Boston, ,3,Allston-Brighton,0.155567360000000,1825 Commonwealth Avenue,Open Space District,"Parks, Playgrounds & Athletic Fields",PWD,BPRD,N,X,Chiswick Park,BPWD,,PARK_Maintenance_Region 4,2191,YES,02135,ROW,1949,,,0.002082302261587,0.000000068779598,
